,ARTG ID,Search String,Product name,Active ingredients,Sponsor name,Start Date,Dosage Form,Route of Administration,Effective Date,Status,Ingredient 1,Ingredient 1 strength,Ingredient 2,Ingredient 2 strength,Ingredient 3,Ingredient 3 strength
10,281025,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE LAPL 600/300 abacavir (as hydrochloride) 600 mg and lamivudine 300 mg film-coated tablet bottle pack'],"['abacavir hydrochloride monohydrate,lamivudine']",['Lupin Australia Pty Limited'],['6/10/2017'],"['Tablet, film coated']",['Oral '],['17/10/2019'],['Active'],['abacavir hydrochloride monohydrate'],['714.162mg'],['lamivudine'],"['L', '300mg']",,
11,281024,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE LAPL 600/300 abacavir (as hydrochloride) 600 mg and lamivudine 300 mg film-coated tablet blister pack'],"['abacavir hydrochloride monohydrate,lamivudine']",['Lupin Australia Pty Limited'],['6/10/2017'],"['Tablet, film coated']",['Oral '],['17/10/2019'],['Active'],['abacavir hydrochloride monohydrate'],['714.162mg'],['lamivudine'],"['L', '300mg']",,
12,281023,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE LUPIN 600/300 abacavir (as hydrochloride) 600 mg and lamivudine 300 mg film-coated tablet bottle pack'],"['abacavir hydrochloride monohydrate,lamivudine']",['Lupin Australia Pty Limited'],['6/10/2017'],"['Tablet, film coated']",['Oral '],['17/10/2019'],['Active'],['abacavir hydrochloride monohydrate'],['714.162mg'],['lamivudine'],"['L', '300mg']",,
13,281022,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE LUPIN 600/300 abacavir (as hydrochloride) 600 mg and lamivudine 300 mg film-coated tablet blister pack'],"['abacavir hydrochloride monohydrate,lamivudine']",['Lupin Australia Pty Limited'],['6/10/2017'],"['Tablet, film coated']",['Oral '],['17/10/2019'],['Active'],['abacavir hydrochloride monohydrate'],['714.162mg'],['lamivudine'],"['L', '300mg']",,
14,266516,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE MYLAN abacavir (as sulfate)/lamivudine 600 mg/300 mg film-coated tablet blister pack'],"['abacavir sulfate,lamivudine']",['Alphapharm Pty Ltd'],['17/11/2017'],"['Tablet, film coated']",['Oral '],['16/09/2020'],['Active'],['abacavir sulfate'],['702.78mg'],['lamivudine'],"['600mg/300', 'M', '300mg']",,
15,266515,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE MYLAN abacavir (as sulfate)/lamivudine 600 mg/300 mg film-coated tablet bottle'],"['abacavir sulfate,lamivudine']",['Alphapharm Pty Ltd'],['17/11/2017'],"['Tablet, film coated']",['Oral '],['16/09/2020'],['Active'],['abacavir sulfate'],['702.78mg'],['lamivudine'],"['600mg/300', 'M', '300mg']",,
16,239757,"abacavir, lamivudine",['ABACAVIR/LAMIVUDINE 600/300 APOTEX abacavir 600mg (as sulfate) and lamivudine 300mg tablets bottle'],"['abacavir sulfate,lamivudine']",['Apotex Pty Ltd'],['3/08/2016'],"['Tablet, film coated']",['Oral '],['20/11/2019'],['Active'],['abacavir sulfate'],['702.76mg'],['lamivudine'],"['600/300', '300mg']",,
17,239756,"abacavir, lamivudine",['APO-ABACAVIR/LAMIVUDINE 600/300 abacavir 600mg (as sulfate) and lamivudine 300mg tablets bottle'],"['abacavir sulfate,lamivudine']",['Apotex Pty Ltd'],['3/08/2016'],"['Tablet, film coated']",['Oral '],['20/11/2019'],['Active'],['abacavir sulfate'],['702.76mg'],['lamivudine'],"['600/300', '300mg']",,
18,239755,"abacavir, lamivudine",['APO-ABACAVIR/LAMIVUDINE 600/300 abacavir 600mg (as sulfate) and lamivudine 300mg tablets blister pack'],"['abacavir sulfate,lamivudine']",['Apotex Pty Ltd'],['3/08/2016'],"['Tablet, film coated']",['Oral '],['20/11/2019'],['Active'],['abacavir sulfate'],['702.76mg'],['lamivudine'],"['600/300', '300mg']",,
19,239754,"abacavir, lamivudine",['GenRx Abacavir/Lamivudine 600/300 abacavir 600mg (as sulfate) and lamivudine 300mg tablets blister pack'],"['abacavir sulfate,lamivudine']",['Apotex Pty Ltd'],['3/08/2016'],"['Tablet, film coated']",['Oral '],['20/11/2019'],['Active'],['abacavir sulfate'],['702.76mg'],['lamivudine'],"['600/300', '300mg']",,
20,239752,"abacavir, lamivudine",['GenRx ABACAVIR/LAMIVUDINE 600/300 abacavir 600mg (as sulfate) and lamivudine 300mg tablets bottle'],"['abacavir sulfate,lamivudine']",['Apotex Pty Ltd'],['3/08/2016'],"['Tablet, film coated']",['Oral '],['20/11/2019'],['Active'],['abacavir sulfate'],['702.76mg'],['lamivudine'],"['600/300', '300mg']",,
21,99421,aciclovir,['ACICLOVIR SANDOZ aciclovir 800mg tablet blister pack'],['aciclovir'],['Sandoz Pty Ltd'],['3/02/2004'],"['Tablet, uncoated']",['Oral '],['7/06/2019'],['Active'],['aciclovir'],['800mg'],,,,
22,99420,aciclovir,['ACICLOVIR SANDOZ aciclovir 200mg tablet blister pack'],['aciclovir'],['Sandoz Pty Ltd'],['3/02/2004'],"['Tablet, uncoated']",['Oral '],['7/06/2019'],['Active'],['aciclovir'],['200mg'],,,,
23,98659,aciclovir,['LOVIR COLD SORE Cream aciclovir 50mg/g bottle'],['aciclovir'],['Medis Pharma Pty Ltd'],['2/12/2003'],['Cream'],['Topical '],['9/12/2003'],['Active'],['aciclovir'],['50mg/g'],,,,
24,97258,aciclovir,['LOVIR aciclovir 250mg powder for injection vial'],['aciclovir'],['Medis Pharma Pty Ltd'],['29/09/2003'],"['Injection, powder for']",['Intravenous '],['26/09/2003'],['Active'],['aciclovir'],['250mg'],,,,
25,75839,aciclovir,['ACICLOVIR SANDOZ IV INFUSION Aciclovir 250mg powder for injection vial'],['aciclovir'],['Sandoz Pty Ltd'],['30/08/2000'],"['Injection, powder for']",['Intravenous '],['15/08/2012'],['Active'],['aciclovir'],['250mg'],,,,
26,75838,aciclovir,['ACICLOVIR SANDOZ IV INFUSION Aciclovir 500mg powder for injection vial'],['aciclovir'],['Sandoz Pty Ltd'],['30/08/2000'],"['Injection, powder for']",['Intravenous '],['15/08/2012'],['Active'],['aciclovir'],['500mg'],,,,
27,71817,aciclovir,['GENRX ACICLOVIR aciclovir 800mg tablet blister pack'],['aciclovir'],['Apotex Pty Ltd'],['7/08/2000'],['Tablet'],['Oral '],['10/09/2018'],['Active'],['aciclovir'],['800mg'],,,,
28,71816,aciclovir,['GENRX ACICLOVIR aciclovir 200mg tablet blister pack'],['aciclovir'],['Apotex Pty Ltd'],['7/08/2000'],['Tablet'],['Oral '],['10/09/2018'],['Active'],['aciclovir'],['200mg'],,,,
29,68792,aciclovir,['ACIHEXAL aciclovir 550mg (as sodium) powder for injection vial'],['aciclovir sodium'],['Sandoz Pty Ltd'],['27/04/1999'],"['Injection, powder for']",['Intravenous '],['2/07/2012'],['Active'],['aciclovir sodium'],['548.8mg'],,,,
30,68791,aciclovir,['ACIHEXAL aciclovir 250mg (as sodium) powder for injection vial'],['aciclovir sodium'],['Sandoz Pty Ltd'],['27/04/1999'],"['Injection, powder for']",['Intravenous '],['2/07/2012'],['Active'],['aciclovir sodium'],['274.4mg'],,,,
31,66117,aciclovir,['PFIZER (PERTH) ACICLOVIR INTRAVENOUS INFUSION aciclovir 500mg/20mL injection ampoule'],['aciclovir'],['Pfizer Australia Pty Ltd'],['8/10/1998'],"['Injection, solution']",[],['16/02/2021'],['Active'],['aciclovir'],"['500mg', '500mg/20mL']",,,,
32,66116,aciclovir,['PFIZER (Australia) ACICLOVIR INTRAVENOUS INFUSION aciclovir 250mg/10mL injection ampoule'],['aciclovir'],['Pfizer Australia Pty Ltd'],['8/10/1998'],"['Injection, solution']",['Intravenous '],['16/02/2021'],['Active'],['aciclovir'],"['250mg', '250mg/10mL']",,,,
33,66076,aciclovir,['ACIVIR 5% CREAM aciclovir 5% w/w tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['14/10/1998'],['Cream'],['Topical '],['5/08/2019'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
34,64689,aciclovir,['ZOLATEN aciclovir 5% cold sore cream tube'],['aciclovir'],['Arrow Pharma Pty Ltd'],['10/08/1998'],['Cream'],['Topical '],['20/10/2009'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
35,63788,aciclovir,['ACIHEXAL 5% aciclovir cold sore cream tube'],['aciclovir'],['Sandoz Pty Ltd'],['20/04/1998'],['Cream'],['Topical '],['20/02/2007'],['Active'],['aciclovir'],['50mg/g'],,,,
36,62381,aciclovir,['LOVIR Aciclovir 800mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['2/03/1999'],"['Tablet, uncoated']",['Oral '],['8/01/2014'],['Active'],['aciclovir'],['800mg'],,,,
37,62380,aciclovir,['LOVIR Aciclovir 400mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['2/03/1999'],"['Tablet, uncoated']",['Oral '],['8/01/2014'],['Active'],['aciclovir'],['400mg'],,,,
38,61660,aciclovir,['Hospira Aciclovir 25 mg/mL Sterile Concentrate 1g /40mL vial'],['aciclovir'],['Hospira Australia Pty Ltd'],['1/10/1997'],"['Injection, concentrated']",['Intravenous Infusion '],['8/01/2019'],['Active'],['aciclovir'],['25mg/mL'],,,,
39,59888,aciclovir,['Hospira Acyclovir Injection 1g/40mL vial'],['aciclovir'],['Hospira Australia Pty Ltd'],['5/05/1997'],"['Injection, concentrated']",['Intravenous Infusion '],['25/05/2005'],['Active'],['aciclovir'],['25mg/mL'],,,,
40,56810,aciclovir,['DBL Aciclovir 500mg/20mL Intravenous infusion injection vial'],['aciclovir'],['Pfizer Australia Pty Ltd'],['19/08/1996'],"['Injection, solution']",['Intravenous Infusion '],['1/03/2021'],['Active'],['aciclovir'],"['25mg/mL', '500mg/20mL']",,,,
41,56809,aciclovir,['DBL Aciclovir 250mg/10mL Intravenous infusion injection vial'],['aciclovir'],['Pfizer Australia Pty Ltd'],['19/08/1996'],"['Injection, solution']",['Intravenous Infusion '],['1/03/2021'],['Active'],['aciclovir'],"['25mg/mL', '250mg/10mL']",,,,
42,56373,aciclovir,['ACYCLO-V Aciclovir 800mg tablet'],['aciclovir'],['Alphapharm Pty Ltd'],['29/07/1996'],"['Tablet, film coated']",['Oral '],['10/01/2017'],['Active'],['aciclovir'],['800mg'],,,,
43,56372,aciclovir,['ACYCLO-V Aciclovir 200mg tablet'],['aciclovir'],['Alphapharm Pty Ltd'],['29/07/1996'],"['Tablet, film coated']",['Oral '],['10/01/2017'],['Active'],['aciclovir'],['200mg'],,,,
44,51429,aciclovir,['ZOVIRAX 800mg dispersible tablet'],['aciclovir'],['GlaxoSmithKline Australia Pty Ltd'],['21/02/1995'],"['Tablet, dispersible']",['Oral '],['16/01/2018'],['Active'],['aciclovir'],['800mg'],,,,
45,51385,aciclovir,['ZOVIRAX 200mg Dispersible tablet'],['aciclovir'],['GlaxoSmithKline Australia Pty Ltd'],['21/02/1995'],"['Tablet, dispersible']",['Oral '],['16/01/2018'],['Active'],['aciclovir'],['200mg'],,,,
46,50496,aciclovir,['ACYCLO-V Aciclovir 250mg powder for injection vial'],['aciclovir sodium'],['Alphapharm Pty Ltd'],['1/12/1994'],"['Injection, powder for']",['Intravenous '],['3/07/2002'],['Active'],['aciclovir sodium'],['275mg'],,,,
47,50493,aciclovir,['ACYCLO-V aciclovir 400mg tablet'],['aciclovir'],['Alphapharm Pty Ltd'],['1/12/1994'],"['Tablet, uncoated']",['Oral '],['25/06/2014'],['Active'],['aciclovir'],['400mg'],,,,
48,337712,aciclovir,['APOHEALTH COLD SORE CREAM aciclovir 5% w/w tube (new formulation)'],['aciclovir'],['Arrow Pharma Pty Ltd'],['11/06/2020'],['Cream'],['Topical '],['16/03/2021'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
49,324902,aciclovir,['ViruPOS aciclovir 30 mg/g eye ointment tube'],['aciclovir'],['AFT Pharmaceuticals Pty Ltd'],['11/02/2021'],['Eye Ointment'],['Ophthalmic '],['1/03/2021'],['Active'],['aciclovir'],"['.135g', '30mg/g']",,,,
50,319440,aciclovir,['XOROX aciclovir 30 mg/g eye ointment tube'],['aciclovir'],['Agepha Pharma Pty Ltd'],['21/09/2020'],['Eye Ointment'],['Ophthalmic '],['6/11/2020'],['Active'],['aciclovir'],"['.135g', '30mg/g']",,,,
51,319358,aciclovir,['OPICLOVIR CREAM 5% aciclovir 5% w/w tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['27/06/2019'],['Cream'],['Topical '],['5/08/2019'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
52,315132,aciclovir,['NYAL ANTIVIRAL COLD SORE cream aciclovir 50 mg/g tube'],['aciclovir'],['iNova Pharmaceuticals (Australia) Pty Ltd'],['6/03/2019'],['Cream'],['Topical '],['3/09/2020'],['Active'],['aciclovir'],['50mg/g'],,,,
53,313549,aciclovir,['ACICLOVIR ACCORD aciclovir 500 mg/20 mL injection vial'],['aciclovir'],['Accord Healthcare Pty Ltd'],['17/06/2020'],"['Injection, solution']",['Intravenous Infusion '],['17/06/2020'],['Active'],['aciclovir'],"['500mg/20', '25mg/mL']",,,,
54,313548,aciclovir,['ACICLOVIR INTAS aciclovir 1000 mg/40 mL injection vial'],['aciclovir'],['Accord Healthcare Pty Ltd'],['17/06/2020'],"['Injection, solution']",['Intravenous Infusion '],['17/06/2020'],['Active'],['aciclovir'],"['1000mg/40', '25mg/mL']",,,,
55,313547,aciclovir,['ACICLOVIR ACCORD aciclovir 1000 mg/40 mL injection vial'],['aciclovir'],['Accord Healthcare Pty Ltd'],['17/06/2020'],"['Injection, solution']",['Intravenous Infusion '],['17/06/2020'],['Active'],['aciclovir'],"['1000mg/40', '25mg/mL']",,,,
56,313546,aciclovir,['ACICLOVIR ACCORD aciclovir 250 mg/10 mL injection vial'],['aciclovir'],['Accord Healthcare Pty Ltd'],['17/06/2020'],"['Injection, solution']",['Intravenous Infusion '],['17/06/2020'],['Active'],['aciclovir'],"['250mg/10', '25mg/mL']",,,,
57,313545,aciclovir,['ACICLOVIR INTAS aciclovir 250 mg/10 mL injection vial'],['aciclovir'],['Accord Healthcare Pty Ltd'],['17/06/2020'],"['Injection, solution']",['Intravenous Infusion '],['17/06/2020'],['Active'],['aciclovir'],"['250mg/10', '25mg/mL']",,,,
58,313544,aciclovir,['ACICLOVIR INTAS aciclovir 500 mg/20 mL injection vial'],['aciclovir'],['Accord Healthcare Pty Ltd'],['17/06/2020'],"['Injection, solution']",['Intravenous Infusion '],['17/06/2020'],['Active'],['aciclovir'],"['500mg/20', '25mg/mL']",,,,
59,313088,aciclovir,"[""CHEMISTS' OWN COLD SORE RELIEF CREAM aciclovir 5% w/w tube""]",['aciclovir'],['Arrow Pharma Pty Ltd'],['9/01/2019'],['Cream'],['Topical '],['16/03/2021'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
60,309839,aciclovir,['TERRYWHITE CHEMMART COLD SORE CREAM aciclovir 5% w/w tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['27/09/2018'],['Cream'],['Topical '],['21/01/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
61,279928,aciclovir,['Aciclovir Intravenous Infusion 500 mg in 20 mL'],['aciclovir'],['Pfizer (Perth) Pty Ltd'],['5/09/2016'],"['Injection, solution']",['Intravenous '],['5/09/2016'],['Active'],['aciclovir'],['25mg/mL'],,,,
62,279927,aciclovir,['Aciclovir Intravenous Infusion 250 mg in 10 mL'],['aciclovir'],['Pfizer (Perth) Pty Ltd'],['5/09/2016'],"['Injection, solution']",['Intravenous '],['5/09/2016'],['Active'],['aciclovir'],['25mg/mL'],,,,
63,229066,aciclovir,['PHARMACY CARE COLD SORE CREAM aciclovir 5% w/w cream tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['10/10/2014'],['Cream'],['Topical '],['30/01/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
64,229065,aciclovir,['AMCAL COLD SORE CREAM aciclovir 5% w/w cream tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['10/10/2014'],['Cream'],['Topical '],['30/01/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
65,227474,aciclovir,['APOHEALTH COLD SORE CREAM aciclovir 5% w/w cream tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['1/09/2014'],['Cream'],['Topical '],['11/11/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
66,205114,aciclovir,['TRUST COLD SORE CREAM aciclovir 5% cream tube'],['aciclovir'],['Pharmacor Pty Ltd'],['22/01/2013'],['Cream'],['Topical '],['23/03/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
67,202883,aciclovir,['ACICLOVIR WATSON Aciclovir 800 mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['800mg'],,,,
68,202882,aciclovir,['ACICLOVIR WATSON aciclovir 400 mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['400mg'],,,,
69,202881,aciclovir,['ACICLOVIR WATSON Aciclovir 200 mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['200mg'],,,,
70,202880,aciclovir,['ACICLOVIR ASCENT aciclovir 800 mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['800mg'],,,,
71,202879,aciclovir,['ACICLOVIR ASCENT aciclovir 400 mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['400mg'],,,,
72,202878,aciclovir,['ACICLOVIR ASCENT Aciclovir 200 mg tablet blister pack'],['aciclovir'],['Medis Pharma Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['200mg'],,,,
73,202877,aciclovir,['ALINIVIR Aciclovir 800 mg tablet blister pack'],['aciclovir'],['Strides Pharma Science Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['800mg'],,,,
74,202876,aciclovir,['ALINIVIR aciclovir 400 mg tablet blister pack'],['aciclovir'],['Strides Pharma Science Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['400mg'],,,,
75,202875,aciclovir,['ALINIVIR Aciclovir 200 mg tablet blister pack'],['aciclovir'],['Strides Pharma Science Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['200mg'],,,,
76,202874,aciclovir,['EXIVIR Aciclovir 800 mg tablet blister pack'],['aciclovir'],['Strides Pharma Science Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['800mg'],,,,
77,202873,aciclovir,['EXIVIR Aciclovir 400 mg tablet blister pack'],['aciclovir'],['Strides Pharma Science Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['400mg'],,,,
78,202872,aciclovir,['EXIVIR aciclovir 200 mg tablet blister pack'],['aciclovir'],['Strides Pharma Science Pty Ltd'],['22/05/2013'],"['Tablet, uncoated']",['Oral '],['22/05/2013'],['Active'],['aciclovir'],['200mg'],,,,
79,198682,aciclovir,['PHARMACY HEALTH COLD SORE CREAM aciclovir 5% cream tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['22/06/2012'],['Cream'],['Topical '],['30/01/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
80,198681,aciclovir,['PRICELINE COLD SORE CREAM aciclovir 5% tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['22/06/2012'],['Cream'],['Topical '],['3/02/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
81,197679,aciclovir,['DISCOUNT DRUG STORES COLD SORE CREAM aciclovir 5% cream tube'],['aciclovir'],['Apotex Pty Ltd'],['21/05/2012'],['Cream'],['Topical '],['16/10/2019'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
82,194405,aciclovir,['Pharmacy Action Cold Sore Cream aciclovir 5% tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['7/02/2012'],['Cream'],['Topical '],['11/02/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
83,183862,aciclovir,['ACICLOVIR GH'],['aciclovir'],['Sun Pharma ANZ Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['5/02/2020'],['Active'],['aciclovir'],"['G', '800mg']",,,,
84,183861,aciclovir,['ACICLOVIR GH'],['aciclovir'],['Sun Pharma ANZ Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['5/02/2020'],['Active'],['aciclovir'],"['400mg', 'G']",,,,
85,183860,aciclovir,['ACICLOVIR GH'],['aciclovir'],['Sun Pharma ANZ Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['5/02/2020'],['Active'],['aciclovir'],"['200mg', 'G']",,,,
86,182886,aciclovir,['ACICLOVIR AN aciclovir 800mg tablet blister pack'],['aciclovir'],['Amneal Pharma Australia Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['11/12/2017'],['Active'],['aciclovir'],['800mg'],,,,
87,182885,aciclovir,['ACICLOVIR AN aciclovir 400mg tablet blister pack'],['aciclovir'],['Amneal Pharma Australia Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['11/12/2017'],['Active'],['aciclovir'],['400mg'],,,,
88,182884,aciclovir,['ACICLOVIR AN aciclovir 200mg tablet blister pack'],['aciclovir'],['Amneal Pharma Australia Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['11/12/2017'],['Active'],['aciclovir'],['200mg'],,,,
89,182883,aciclovir,['ACICLOVIR APOTEX aciclovir 800mg tablet blister pack'],['aciclovir'],['Apotex Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['21/02/2020'],['Active'],['aciclovir'],['800mg'],,,,
90,182882,aciclovir,['ACICLOVIR RBX'],['aciclovir'],['Sun Pharma ANZ Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['14/01/2020'],['Active'],['aciclovir'],['400mg'],,,,
91,182881,aciclovir,['ACICLOVIR APOTEX aciclovir 200mg tablet blister pack'],['aciclovir'],['Apotex Pty Ltd'],['9/08/2011'],"['Tablet, uncoated']",['Oral '],['21/02/2020'],['Active'],['aciclovir'],['200mg'],,,,
92,17554,aciclovir,['ZOVIRAX 500 mg powder for injection vial'],['aciclovir sodium'],['GlaxoSmithKline Australia Pty Ltd'],['15/11/1991'],"['Injection, powder for']",['Intravenous '],['3/07/2002'],['Active'],['aciclovir sodium'],['550mg'],,,,
93,161228,aciclovir,['PHARMACY CHOICE ACICLOVIR COLD SORE CREAM aciclovir 5% w/w cream tube'],['aciclovir'],['Cipla Australia Pty Ltd'],['21/04/2009'],['Cream'],['Topical '],['15/04/2020'],['Active'],['aciclovir'],"['50mg/g', '5']",,,,
94,159141,aciclovir,['APO-ACICLOVIR aciclovir 800mg tablet blister pack'],['aciclovir'],['Apotex Pty Ltd'],['26/08/2009'],['Tablet'],['Oral '],['10/09/2018'],['Active'],['aciclovir'],['800mg'],,,,
